Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity,Sale_Price,Payment_Method,Salesperson
S05069,CU1523,C0368,2025-01-18,3,94490.58,Cash,Bonnie Bennett
S05070,CU0614,C0368,2023-05-17,3,47942.54,Installment,Timothy Rice
S05071,CU1616,C0112,2024-10-14,1,57642.05,Credit,Connor Dawson
S05072,CU1966,C0072,2025-02-11,1,56947.27,Cash,Karen Sexton
S05073,CU0465,C0318,2022-12-10,2,43327.63,Credit,Jordan Mills
S05074,CU0775,C0080,2025-10-25,1,31277.26,Installment,Jason Collins
S05075,CU0727,C0463,2023-08-31,1,76173.82,Cash,Alexander Clark
S05076,CU0963,C0208,2024-06-17,2,49627.15,Cash,Jason Landry
S05077,CU0941,C0101,2025-05-21,1,18076.8,Cash,Emily Hughes
S05078,CU0970,C0188,2025-09-27,3,15606.09,Cash,Dustin Sampson
S05079,CU1812,C0331,2024-10-25,1,52867.39,Cash,Christopher Nelson
S05080,CU1458,C0026,2023-03-08,3,92734.69,Cash,Anita Duncan
S05081,CU1847,C0493,2025-07-20,1,83565.4,Installment,Amber Petty
S05082,CU0070,C0371,2024-01-17,3,67495.5,Credit,George Davis
S05083,CU0740,C0245,2025-04-10,1,82142.3,Cash,Daniel Underwood
S05084,CU1839,C0125,2023-09-06,1,51102.42,Cash,Chad Obrien
S05085,CU1857,C0227,2025-01-22,3,94723.2,Credit,Michelle Mccarthy
S05086,CU1651,C0031,2025-01-13,3,20269.86,Cash,Deborah Hudson
S05087,CU0754,C0222,2023-09-21,1,83027.7,Credit,Christina Benitez
S05088,CU1691,C0270,2023-08-07,1,70307.17,Cash,Joseph Smith
S05089,CU1846,C0132,2025-01-20,2,94976.54,Credit,Shaun Smith
S05090,CU1004,C0467,2022-12-02,1,36409.57,Credit,Alyssa Curtis
S05091,CU1842,C0288,2023-04-19,2,50006.35,Credit,Melinda Hester
S05092,CU0297,C0335,2023-07-29,3,89037.52,Installment,Fernando Lee
S05093,CU1095,C0267,2025-04-15,2,76103.62,Installment,Brianna Russo
S05094,CU1799,C0354,2023-11-04,1,53064.16,Credit,Adam Mills
S05095,CU0070,C0239,2025-01-26,2,73884.52,Cash,David Underwood
S05096,CU1677,C0006,2025-03-12,2,22526.07,Cash,Cheryl Santiago
S05097,CU1126,C0076,2024-04-09,1,18720.79,Installment,Dr. Jonathan Kim
S05098,CU1846,C0192,2023-01-02,1,17443.38,Credit,Justin Espinoza
S05099,CU1419,C0199,2025-04-20,2,27366.11,Credit,Carrie Peters
S05100,CU1552,C0056,2023-05-14,1,26875.91,Cash,Kaitlin Garcia
S05101,CU1066,C0147,2024-06-19,3,67175.09,Credit,Thomas Morris
S05102,CU1029,C0205,2023-04-26,2,15932.43,Cash,Brandon Guerrero
S05103,CU1315,C0126,2023-12-05,3,88150.72,Cash,Ashley Long
S05104,CU0216,C0140,2025-06-19,2,31444.09,Cash,Joshua Jennings
S05105,CU1382,C0188,2023-04-26,1,34157.17,Installment,Kathy Leon
S05106,CU1053,C0167,2024-07-05,2,52247.11,Credit,Keith Morris
S05107,CU0792,C0423,2023-10-23,2,27385.18,Cash,Stephen Donovan
S05108,CU1014,C0113,2023-01-03,3,38453.0,Credit,Tanya Boyd
S05109,CU1377,C0236,2023-10-18,2,69490.26,Installment,Brad Flores
S05110,CU1477,C0245,2025-08-05,2,34338.71,Installment,Rebecca Jones
S05111,CU1079,C0260,2024-08-22,2,75461.4,Installment,Rachel Gibson
S05112,CU0835,C0405,2023-06-25,1,85823.54,Cash,Daniel Hernandez
S05113,CU1057,C0335,2024-03-17,3,35000.98,Cash,Danielle Huber
S05114,CU1794,C0043,2023-10-29,3,53133.44,Installment,Jacob Ortiz
S05115,CU1892,C0493,2024-12-07,3,64423.04,Credit,Albert Ewing
S05116,CU0550,C0216,2023-02-19,3,67147.22,Credit,Leslie Parker
S05117,CU1180,C0388,2023-11-28,3,45597.0,Installment,Janice Lopez
S05118,CU1190,C0025,2025-07-13,2,90324.55,Credit,Gregory Day
S05119,CU0521,C0318,2025-01-10,2,30763.94,Cash,James Zavala
S05120,CU1552,C0433,2024-07-15,3,44512.93,Credit,Christopher Khan
S05121,CU1078,C0427,2024-11-19,2,28189.74,Cash,Kenneth Sherman
S05122,CU0305,C0200,2024-08-28,2,34342.82,Installment,Todd Fisher
S05123,CU0594,C0124,2023-04-06,1,49184.62,Credit,Cynthia Hayes
S05124,CU0491,C0442,2024-07-28,1,70076.53,Cash,Jennifer Walker
S05125,CU1068,C0078,2023-09-06,3,23525.98,Credit,Mr. Bernard Taylor
S05126,CU0208,C0208,2025-03-31,1,74875.56,Credit,Brandon Robbins
S05127,CU1186,C0444,2022-11-13,3,75202.38,Installment,Patrick Gonzalez
S05128,CU0037,C0210,2023-03-09,1,89552.99,Credit,Anne Travis
S05129,CU1231,C0239,2024-01-02,1,83399.73,Credit,Donna Brown
S05130,CU1487,C0353,2022-11-05,2,41643.85,Installment,Joel Brooks
S05131,CU0549,C0419,2023-04-11,2,27964.08,Installment,Bradley Martin
S05132,CU0269,C0085,2023-05-06,3,74319.91,Installment,Tamara Miller
S05133,CU0800,C0471,2025-10-03,2,67702.08,Credit,Nancy Houston
S05134,CU0041,C0482,2023-01-06,2,16332.82,Installment,Stefanie Gutierrez
S05135,CU1591,C0345,2024-02-04,3,16119.86,Cash,Theodore Patel
S05136,CU0316,C0238,2025-03-18,2,25123.33,Cash,Briana Johnson
S05137,CU0404,C0386,2023-10-26,1,25103.62,Credit,Kyle Osborn
S05138,CU0546,C0132,2023-03-28,1,81212.3,Cash,Beth Vance
S05139,CU1458,C0381,2025-09-09,3,39277.07,Installment,Derek King
S05140,CU0556,C0027,2024-09-02,3,97101.26,Installment,Luke Reid
S05141,CU0809,C0389,2024-05-24,3,96966.04,Installment,Amber Gutierrez
S05142,CU0164,C0251,2023-05-11,3,50163.91,Installment,Scott Reilly
S05143,CU0945,C0420,2022-11-06,3,93969.47,Cash,Tiffany Brooks
S05144,CU0439,C0262,2023-04-21,3,42432.41,Cash,Sean Johnson
S05145,CU0525,C0224,2023-07-02,1,55999.43,Credit,Kimberly Jennings
S05146,CU0117,C0161,2023-06-12,1,63010.75,Credit,Dustin Baker
S05147,CU1311,C0309,2024-03-06,2,71312.78,Cash,Anna Jackson
S05148,CU1758,C0308,2025-10-08,1,83659.34,Installment,Patrick Williams
S05149,CU1123,C0182,2024-08-15,2,39337.83,Credit,Jamie Cohen
S05150,CU1157,C0255,2025-10-12,2,47217.37,Cash,Laura Lewis
S05151,CU1574,C0300,2024-06-16,2,91525.24,Installment,Steve Reese
S05152,CU0614,C0492,2024-03-03,2,96596.48,Cash,David Ray
S05153,CU1703,C0286,2025-10-20,1,38377.24,Installment,Courtney Ray
S05154,CU1263,C0409,2023-12-08,1,88819.82,Cash,Renee Walters
S05155,CU0105,C0055,2024-01-05,1,26367.51,Cash,Taylor Werner
S05156,CU0536,C0059,2025-06-01,1,54953.57,Installment,Anthony Anderson
S05157,CU0039,C0134,2025-03-12,1,62104.03,Credit,Ashlee Serrano
S05158,CU1038,C0005,2024-04-06,2,90872.71,Cash,Sandra Spencer
S05159,CU1561,C0234,2023-06-11,2,68768.71,Installment,Robert Daniels
S05160,CU1838,C0333,2025-08-17,2,88038.85,Installment,Brandi Coleman
S05161,CU1571,C0481,2023-09-29,3,95484.24,Credit,Cory Roberts
S05162,CU1019,C0111,2023-01-31,3,25958.65,Cash,David Bradford
S05163,CU0536,C0302,2023-10-21,1,80753.42,Credit,Christina Lee
S05164,CU0471,C0036,2025-03-02,2,92745.58,Credit,Mr. Mark Edwards
S05165,CU0650,C0322,2024-08-28,1,29169.47,Installment,Emily Bray
S05166,CU1402,C0191,2023-09-18,1,55788.14,Cash,John Riley
S05167,CU1938,C0447,2025-08-04,3,52909.75,Cash,Diana Reed
S05168,CU1897,C0430,2023-06-09,2,27360.79,Installment,Edward Oneal
S05169,CU1947,C0449,2024-12-27,2,80966.85,Installment,Christopher Collins
S05170,CU0787,C0196,2024-10-21,1,93585.31,Cash,Walter Rice
S05171,CU1134,C0290,2024-02-13,1,80848.33,Installment,Alexis Dennis
S05172,CU0462,C0139,2023-05-17,2,32655.5,Credit,Mrs. Melissa Flynn MD
S05173,CU1283,C0403,2024-10-30,1,57793.21,Credit,Gabrielle Jackson
S05174,CU1475,C0167,2023-02-17,2,70386.72,Cash,Daniel Castillo
S05175,CU0830,C0033,2025-02-16,3,87518.12,Cash,Shannon Morris
S05176,CU1140,C0438,2024-01-06,1,32229.17,Installment,Andrew Banks
S05177,CU0393,C0459,2023-07-18,3,76060.44,Installment,Randall Duke
S05178,CU0452,C0423,2023-12-09,3,86982.88,Cash,Michelle Allen
S05179,CU1960,C0164,2025-04-10,2,59829.54,Installment,Doris Cunningham
S05180,CU0800,C0083,2025-05-24,1,95782.77,Installment,Rebecca Holt
S05181,CU1773,C0273,2025-09-16,1,66282.05,Installment,Lorraine Smith
S05182,CU1901,C0004,2025-01-03,1,66040.07,Installment,Michael Brown
S05183,CU0980,C0445,2025-06-15,2,93701.28,Cash,Terry Frazier
S05184,CU1816,C0258,2024-04-15,1,21483.69,Cash,Melissa Flores
S05185,CU1240,C0147,2024-11-27,2,71499.05,Cash,Cheryl Wilson
S05186,CU1652,C0241,2024-12-04,3,69235.91,Installment,Patricia Jefferson
S05187,CU1336,C0168,2024-07-23,3,37890.6,Installment,Dean Chavez
S05188,CU0348,C0241,2025-05-04,3,31742.71,Installment,Joshua Gonzales
S05189,CU1973,C0353,2023-06-19,1,40675.6,Credit,Kathryn Downs
S05190,CU0044,C0053,2023-07-21,1,60675.75,Cash,Ricky Young
S05191,CU1000,C0467,2025-03-25,1,35843.02,Cash,Angela Lamb
S05192,CU1034,C0087,2024-09-05,2,94021.12,Installment,Kathryn Nielsen
S05193,CU1465,C0400,2025-08-25,2,98961.27,Cash,Monica Collins
S05194,CU0343,C0139,2024-07-01,1,79558.97,Credit,Alicia Hernandez
S05195,CU1699,C0247,2024-05-15,1,32102.88,Credit,Karen Owens
S05196,CU0439,C0099,2025-04-27,2,48527.18,Installment,Richard Gonzalez
S05197,CU1152,C0181,2024-08-01,3,63754.48,Credit,Susan Graham
S05198,CU1850,C0129,2024-05-10,2,54823.58,Cash,Eric Ellis
S05199,CU0260,C0126,2024-04-03,3,39772.84,Cash,Jennifer Newman
S05200,CU1550,C0238,2025-10-06,2,65148.71,Installment,Joseph Charles
S05201,CU0425,C0299,2023-03-10,3,44039.32,Credit,Virginia Gill
S05202,CU1293,C0129,2024-11-20,1,34703.51,Installment,Tracie Jones
S05203,CU0270,C0309,2023-03-29,3,75095.49,Cash,Erica Gibson
S05204,CU1580,C0094,2023-12-02,2,62506.65,Installment,Douglas Johnson
S05205,CU0069,C0362,2024-05-01,1,29062.34,Installment,Kevin Washington
S05206,CU0446,C0469,2024-03-19,3,76760.13,Cash,Blake Baker
S05207,CU1089,C0165,2023-10-25,3,86330.46,Installment,Lawrence Molina
S05208,CU0803,C0331,2023-05-20,1,99093.97,Cash,Matthew Lopez
S05209,CU0076,C0014,2023-05-15,1,67897.24,Credit,Alexander Bauer
S05210,CU0941,C0248,2023-03-03,3,79818.73,Credit,Danny Aguilar
S05211,CU0727,C0304,2024-03-27,1,44678.11,Cash,Amanda Lopez
S05212,CU0291,C0302,2024-01-11,2,73115.9,Installment,Patricia Parker
S05213,CU1767,C0500,2023-09-23,3,54256.57,Installment,Anthony Henderson
S05214,CU1829,C0298,2025-06-25,2,21963.34,Cash,Mr. James Vang
S05215,CU0265,C0360,2024-11-19,2,49793.28,Installment,Sarah Lynch
S05216,CU0829,C0455,2024-11-22,1,66978.23,Credit,Chase Watson
S05217,CU1566,C0123,2025-10-24,1,38118.31,Cash,Erin Miller
S05218,CU1726,C0385,2024-06-23,1,61476.26,Cash,Greg Smith
S05219,CU1800,C0343,2025-03-21,3,18878.07,Installment,Ariel Torres MD
S05220,CU0552,C0286,2024-08-09,2,17106.49,Cash,Joel Madden
S05221,CU1581,C0021,2024-05-05,1,94151.58,Installment,Mr. George Johnson
S05222,CU1781,C0052,2024-01-05,2,70062.14,Credit,Anthony Bowman
S05223,CU0378,C0353,2023-07-04,3,36781.9,Cash,Andrea George
S05224,CU1030,C0407,2025-03-03,2,87696.85,Installment,Thomas Lee
S05225,CU0120,C0379,2024-01-16,1,56220.19,Cash,Kevin Eaton
S05226,CU1937,C0410,2024-05-24,2,40819.04,Installment,Anthony Morales
S05227,CU1134,C0275,2023-04-08,2,72603.57,Installment,Kimberly Cole
S05228,CU1831,C0480,2023-02-06,1,50842.12,Cash,Christina Cain
S05229,CU0630,C0325,2023-08-16,2,30128.8,Credit,Timothy Mccullough
S05230,CU0307,C0031,2025-07-28,3,50743.04,Cash,Kayla Lee
S05231,CU1927,C0137,2023-10-19,2,45768.41,Installment,Rhonda Nelson
S05232,CU0662,C0400,2023-07-28,2,77042.24,Cash,James Mccarthy
S05233,CU1603,C0133,2023-10-05,1,43396.01,Installment,Christian Harper
S05234,CU0367,C0076,2023-05-14,2,73414.31,Cash,Cheryl Krueger
S05235,CU0943,C0269,2023-09-17,1,15744.41,Credit,Benjamin Hill
S05236,CU1761,C0174,2025-01-27,2,69306.91,Installment,Marissa Reed
S05237,CU1510,C0062,2023-12-17,2,67693.28,Cash,Annette Rivera
S05238,CU0888,C0047,2024-09-26,3,54785.13,Cash,Robert Adams
S05239,CU0453,C0029,2022-11-06,2,25213.43,Cash,Christian Sexton
S05240,CU1441,C0368,2023-12-07,2,84039.31,Cash,Becky Williams
S05241,CU0960,C0432,2023-04-11,1,64356.23,Cash,Lindsay Jones
S05242,CU0087,C0035,2023-07-26,2,18979.83,Installment,Douglas Chavez
S05243,CU1971,C0473,2025-08-04,2,22854.93,Installment,Lisa Olson
S05244,CU1058,C0352,2023-06-29,1,74725.31,Cash,Michelle Moody DDS
S05245,CU0325,C0027,2025-01-29,1,33409.49,Installment,Shelley Harmon
S05246,CU0208,C0475,2023-09-28,2,97480.69,Cash,Robert Pacheco
S05247,CU0896,C0013,2025-01-24,2,92193.72,Credit,Tina Wolf
S05248,CU1179,C0205,2023-06-11,1,52916.32,Installment,Amanda Barber
S05249,CU1320,C0143,2024-12-27,2,17094.06,Credit,Lisa Cook
S05250,CU1827,C0303,2022-11-25,2,47102.94,Credit,Mr. Brian Fitzgerald
S05251,CU0938,C0270,2025-10-19,2,71045.5,Credit,Kim Smith MD
S05252,CU0360,C0249,2022-12-06,1,77599.48,Cash,Nancy Barnett
S05253,CU0622,C0029,2024-01-25,2,89457.08,Installment,Amy Cox
S05254,CU1857,C0093,2025-03-03,2,78636.75,Credit,Austin Cardenas
S05255,CU1867,C0449,2025-10-14,2,83184.6,Installment,Benjamin Garcia
S05256,CU0346,C0123,2024-09-24,2,50291.65,Cash,Dr. Veronica Hickman
S05257,CU0424,C0106,2023-04-10,2,53708.75,Credit,Megan Fox
S05258,CU0012,C0365,2024-09-28,3,90536.31,Cash,Gabriella Taylor
S05259,CU1812,C0018,2024-10-21,1,19318.57,Credit,Paul Riley
S05260,CU1819,C0327,2024-06-13,3,67038.58,Cash,Jean Lee
S05261,CU0451,C0012,2024-06-26,3,76689.51,Installment,Roberto Santiago
S05262,CU1753,C0037,2022-12-17,3,61657.37,Cash,Karen Gonzalez
S05263,CU0255,C0313,2023-10-24,2,97389.89,Installment,Charles Harvey Jr.
S05264,CU0719,C0053,2025-02-25,2,17971.3,Installment,Kimberly Lam
S05265,CU1064,C0086,2023-02-17,2,59074.69,Installment,David Williams
S05266,CU0165,C0019,2022-11-13,1,72015.45,Credit,Jesus Turner
S05267,CU0909,C0015,2023-05-10,1,34465.4,Installment,Anthony Perry
S05268,CU1934,C0022,2025-08-17,3,83624.7,Credit,Alicia Ali
S05269,CU0902,C0302,2024-09-15,3,68739.9,Installment,Daniel Mcneil
S05270,CU1083,C0110,2023-02-11,2,54857.45,Installment,Karen Foster
S05271,CU1161,C0353,2023-11-02,3,44277.3,Credit,Curtis Vazquez
S05272,CU0758,C0455,2025-07-17,2,21417.56,Cash,Brenda Williams
S05273,CU0114,C0107,2024-08-19,2,25782.6,Cash,Tammy Garza
S05274,CU1536,C0062,2024-10-08,1,89410.37,Cash,Christina Mullen
S05275,CU1577,C0267,2024-01-25,3,21233.71,Cash,Travis Kemp
S05276,CU1929,C0086,2023-02-25,3,80229.4,Cash,Sarah Peters
S05277,CU1161,C0432,2023-06-11,1,59691.03,Cash,Jessica Baker
S05278,CU1121,C0397,2025-06-07,1,55780.98,Credit,Jonathan Gonzalez
S05279,CU0911,C0378,2024-05-17,3,65388.27,Installment,Nathaniel Smith
S05280,CU0620,C0151,2023-11-25,1,42031.34,Credit,Vicki Scott
S05281,CU0939,C0186,2023-12-20,1,62446.06,Cash,Jennifer Hall
S05282,CU1965,C0132,2024-05-19,3,34664.42,Credit,Michael Hardy
S05283,CU0417,C0375,2024-10-22,2,36578.86,Credit,Nancy Gonzales
S05284,CU0244,C0393,2023-07-21,3,85791.63,Credit,Holly Vasquez MD
S05285,CU1176,C0249,2023-09-21,1,58301.66,Credit,Mary Sanders
S05286,CU1183,C0010,2025-05-10,1,64471.15,Installment,Anna Barnes
S05287,CU1111,C0442,2023-06-17,3,19223.09,Credit,Scott Peterson
S05288,CU1225,C0279,2023-01-04,3,21980.5,Credit,Patrick Tate
S05289,CU1604,C0020,2024-03-26,2,74631.23,Credit,Laura Bartlett
S05290,CU1636,C0355,2024-08-16,1,73288.25,Installment,Joe Foster
S05291,CU1060,C0381,2024-07-20,1,80060.2,Installment,Marie Snyder
S05292,CU1036,C0109,2023-12-03,3,53187.79,Cash,Lee Burke
S05293,CU0887,C0272,2024-10-29,3,69024.1,Cash,Cynthia Hoffman
S05294,CU1336,C0390,2023-02-01,2,88689.11,Cash,Sandra Bryant
S05295,CU0303,C0158,2024-12-25,3,68564.55,Credit,Sean Reynolds
S05296,CU1621,C0310,2025-09-03,2,26574.59,Cash,Julie Herrera
S05297,CU1023,C0316,2024-01-17,2,61094.89,Cash,Christopher Skinner
S05298,CU1551,C0471,2023-05-01,3,15948.76,Credit,Lance Lozano
S05299,CU1036,C0031,2024-08-23,3,54396.7,Installment,Laura Daniels
S05300,CU1504,C0159,2025-10-20,2,58356.92,Credit,Linda Jones
S05301,CU1587,C0043,2024-05-14,1,68731.4,Cash,Emily Green
S05302,CU0447,C0327,2024-04-14,1,29943.57,Credit,Joshua Harris
S05303,CU0158,C0094,2024-09-01,1,89860.4,Installment,Brandon Brown
S05304,CU1605,C0231,2024-09-27,3,66030.94,Installment,Regina Thornton
S05305,CU0089,C0059,2023-04-18,3,82678.43,Installment,Joyce Bryant
S05306,CU1501,C0304,2023-03-17,1,21828.32,Installment,Debra Richardson
S05307,CU0230,C0021,2023-03-31,3,84271.36,Installment,Lynn Hale
S05308,CU1187,C0487,2024-08-06,1,89121.73,Cash,Wayne Taylor
S05309,CU0891,C0122,2024-06-30,3,89405.14,Installment,Amber Wiggins
S05310,CU1415,C0315,2025-03-20,1,85340.19,Credit,Bradley Cain
S05311,CU0736,C0234,2023-11-21,3,16648.81,Cash,Lisa Hooper
S05312,CU0517,C0227,2023-05-18,1,33531.45,Installment,Ms. Brenda Johnson DVM
S05313,CU1977,C0054,2025-10-11,3,21338.05,Credit,Todd Lester
S05314,CU0721,C0351,2025-08-15,1,19221.36,Installment,Susan Cain
S05315,CU1850,C0439,2023-09-02,1,60669.63,Credit,Mr. Jeffrey Price
S05316,CU0760,C0305,2025-06-04,2,45144.17,Credit,Jennifer Wilson
S05317,CU1014,C0308,2025-09-09,1,45885.6,Installment,Lauren Peterson
S05318,CU1995,C0356,2024-09-03,3,49264.88,Cash,Jasmine Preston
S05319,CU1715,C0389,2023-12-25,3,49264.54,Cash,Patricia Allison
S05320,CU0710,C0192,2023-10-01,3,88858.75,Cash,Courtney Stewart
S05321,CU1563,C0487,2022-11-19,3,34285.25,Cash,Brandy Mcdowell
S05322,CU0111,C0122,2025-03-20,3,30625.05,Cash,James Jones
S05323,CU1891,C0371,2024-05-17,3,58802.67,Cash,Amber Garcia
S05324,CU1899,C0220,2024-05-28,2,43392.07,Credit,John Mclaughlin
S05325,CU0935,C0057,2024-09-29,1,75205.5,Cash,Christopher Mcguire
S05326,CU1458,C0179,2023-10-28,1,22007.57,Installment,Kyle Ochoa
S05327,CU1190,C0014,2024-01-06,2,18127.5,Installment,Mark Black
S05328,CU0950,C0231,2023-10-27,3,90662.5,Cash,James Hall
S05329,CU0251,C0231,2023-06-23,2,80843.03,Credit,Stephanie Jackson
S05330,CU0181,C0045,2023-12-06,2,21993.31,Credit,Alex Wilcox
S05331,CU0850,C0415,2023-06-09,1,36919.45,Cash,Leroy Dixon
S05332,CU1488,C0375,2023-07-27,3,41035.4,Installment,Randall Novak
S05333,CU1556,C0229,2025-08-30,3,54565.54,Credit,Christopher Barnes
S05334,CU0604,C0195,2025-01-15,2,39667.54,Credit,Craig Bowen
S05335,CU1968,C0070,2025-09-11,2,18883.45,Installment,Christopher Nelson
S05336,CU1152,C0292,2025-10-24,2,55396.47,Installment,Rhonda Dean
S05337,CU0787,C0184,2025-05-04,1,44538.27,Cash,Miguel Hinton
S05338,CU0251,C0251,2025-10-24,2,61012.89,Installment,Terry Pacheco
S05339,CU1836,C0480,2023-02-02,2,39362.02,Installment,Sarah Freeman
S05340,CU1211,C0410,2025-03-10,2,47497.1,Cash,Donna Golden
S05341,CU0507,C0246,2025-08-11,2,49116.4,Installment,Kevin King
S05342,CU0090,C0224,2023-09-15,1,69450.39,Installment,Daniel Gomez
S05343,CU0071,C0157,2024-11-24,2,58082.35,Credit,Meghan Galvan
S05344,CU0504,C0384,2024-12-04,3,74583.12,Credit,Anna Thompson
S05345,CU0748,C0260,2023-08-26,1,79914.64,Installment,Douglas Davis
S05346,CU1212,C0315,2025-06-05,1,47323.57,Credit,Anthony Marshall
S05347,CU0231,C0095,2023-02-11,1,70013.25,Cash,Evan Walker
S05348,CU0284,C0057,2023-12-25,2,32481.46,Installment,Sandy Wilson
S05349,CU1666,C0448,2025-04-30,1,55706.63,Credit,Christine Wagner
S05350,CU1169,C0495,2023-09-02,1,78659.61,Cash,Tyler Garcia
S05351,CU0718,C0365,2023-10-03,3,68361.5,Cash,Krista Hogan
S05352,CU1087,C0316,2023-10-17,2,51588.55,Credit,Joseph Vance PhD
S05353,CU1995,C0299,2024-03-04,1,87541.38,Cash,Julian Higgins
S05354,CU0120,C0473,2023-09-27,1,46861.94,Cash,Cynthia Lin
S05355,CU0205,C0229,2024-07-30,3,30106.65,Installment,Kenneth Wilson
S05356,CU0852,C0398,2023-04-02,3,74518.88,Credit,Christopher Fisher
S05357,CU0662,C0246,2023-05-31,3,32072.38,Credit,Richard Hayden
S05358,CU0407,C0294,2024-05-25,2,66975.72,Installment,Sarah Stewart
S05359,CU0082,C0348,2024-12-17,2,32145.12,Credit,Tammy Bonilla
S05360,CU1195,C0326,2025-10-15,2,77915.06,Credit,David Johnson
S05361,CU1058,C0211,2024-07-22,2,16586.17,Cash,Danielle Fowler
S05362,CU0049,C0083,2023-08-11,2,41525.23,Credit,Jeanne Davenport
S05363,CU1598,C0394,2023-11-28,1,68468.48,Cash,Erica Moreno
S05364,CU0040,C0221,2024-03-16,2,96769.1,Installment,Melissa Vazquez
S05365,CU0397,C0087,2023-02-08,2,90605.05,Installment,Matthew Flores
S05366,CU0465,C0338,2025-10-26,2,64323.84,Credit,Melissa Gallagher
S05367,CU1597,C0118,2023-03-05,1,89445.31,Credit,Dr. Sandra Peters
S05368,CU0636,C0182,2023-02-25,3,56638.33,Cash,Meredith Kent
S05369,CU0110,C0451,2024-03-30,3,72065.66,Installment,Bethany Lamb
S05370,CU1657,C0364,2022-11-14,3,90669.77,Cash,Kimberly Williams
S05371,CU0913,C0492,2023-02-02,3,78265.97,Credit,Jeffrey Bowman
S05372,CU1661,C0296,2025-08-01,1,66133.35,Installment,Kevin Serrano
S05373,CU0820,C0037,2024-02-06,3,17737.58,Installment,Alexa Ware
S05374,CU0616,C0069,2025-07-25,3,64649.09,Installment,Johnny Hill
S05375,CU0062,C0005,2023-03-29,1,98288.62,Installment,Kimberly Smith
S05376,CU0946,C0394,2023-12-21,2,75658.53,Installment,Robert Garcia
S05377,CU1847,C0151,2025-08-27,3,17289.39,Cash,Wayne Clark
S05378,CU1862,C0334,2022-12-11,3,76586.27,Credit,Virginia Smith
S05379,CU1830,C0489,2024-02-23,2,80668.94,Credit,Cheyenne Moore
S05380,CU0911,C0093,2025-03-02,2,72304.88,Installment,Collin Rodriguez
S05381,CU0843,C0100,2023-10-22,3,84772.7,Installment,Mark Carr
S05382,CU0764,C0296,2024-02-19,1,73730.89,Installment,Scott Frazier
S05383,CU0878,C0269,2023-06-26,3,68107.08,Cash,Scott Martin
S05384,CU0295,C0005,2023-10-24,2,20676.53,Installment,Ashley Campbell
S05385,CU1551,C0102,2025-08-08,1,74228.78,Cash,Linda Miller
S05386,CU0464,C0260,2024-08-25,3,41198.34,Installment,Laurie Sandoval
S05387,CU1178,C0145,2024-12-05,2,76043.26,Installment,Paul Miller
S05388,CU1290,C0361,2023-03-24,3,61447.18,Installment,Sarah Howard
S05389,CU0712,C0382,2023-08-19,3,27607.21,Credit,Terri Yates
S05390,CU1782,C0412,2023-09-17,2,70615.5,Cash,Dr. William Lawson Jr.
S05391,CU1097,C0263,2025-03-28,3,79621.94,Credit,Joan Bailey
S05392,CU0099,C0459,2024-04-01,3,69846.76,Cash,Kyle Lopez
S05393,CU0417,C0480,2024-10-18,2,73175.86,Credit,Joshua Phillips
S05394,CU1313,C0355,2023-01-15,3,37470.25,Installment,William Odonnell
S05395,CU0447,C0269,2024-01-17,3,51141.1,Credit,Matthew Ramirez
S05396,CU1660,C0304,2024-08-24,3,60881.99,Cash,Angela Gonzalez
S05397,CU1378,C0443,2024-02-16,3,52427.12,Cash,Nathaniel Miles
S05398,CU1878,C0104,2023-12-22,1,58428.76,Credit,Brian Harris
S05399,CU1173,C0025,2024-10-08,1,75082.67,Installment,Terry Becker
S05400,CU0586,C0069,2025-03-05,3,87002.84,Installment,Andrea Carter
S05401,CU0156,C0177,2024-04-09,2,68505.61,Cash,Jennifer Stone
S05402,CU0712,C0217,2024-07-01,1,40696.53,Credit,Rebecca Doyle
S05403,CU1076,C0351,2022-12-24,2,54676.01,Installment,Ryan Lopez
S05404,CU0434,C0373,2023-09-13,3,32874.03,Cash,Jennifer Adkins
S05405,CU0616,C0134,2025-09-26,3,15938.72,Installment,Heidi Alexander
S05406,CU0078,C0456,2022-12-21,3,81597.4,Cash,Alice Lopez
S05407,CU1230,C0219,2024-06-17,3,34303.67,Credit,Shawn Farrell
S05408,CU0779,C0434,2023-02-10,3,85044.21,Credit,Taylor Carr
S05409,CU1889,C0340,2023-03-08,2,86201.61,Cash,Kevin Love
S05410,CU0470,C0043,2024-08-10,3,24736.17,Credit,Todd Brock
S05411,CU0221,C0149,2023-02-09,2,93958.48,Cash,Miss Anita Martinez PhD
S05412,CU0418,C0473,2023-09-04,1,78098.29,Installment,Emily Hernandez
S05413,CU1252,C0324,2025-07-11,3,18723.88,Credit,Christy Palmer
S05414,CU1964,C0473,2025-07-04,3,33866.98,Installment,Erin Thompson
S05415,CU0541,C0011,2023-04-09,1,42718.59,Credit,Aaron Dudley
S05416,CU0056,C0273,2023-11-20,1,71858.46,Credit,Russell Frank
S05417,CU0895,C0401,2023-04-21,1,53122.37,Installment,Jill Smith
S05418,CU1225,C0397,2024-06-08,1,25679.74,Credit,Amy Gardner
S05419,CU0896,C0003,2025-07-19,2,36642.94,Credit,Jordan Wheeler
S05420,CU1348,C0491,2024-10-20,1,15035.79,Installment,Richard Browning
